D_Dbuild,D_StructureSystem_RC,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_floorTAGround,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_Y4brickwall,D_Y3brickwall,D_basintype,D_475Acc,D_I,D_Demand,D_Tx,D_Ty,D_sds,D_sd1,D_td0,D_sms,D_sm1,D_tm0,D_windows,D_patitionwall,D_nonstructure,D_CLlarge,D_CLsmall,D_MaxCl,D_NeutralDepth,D_Ra_Capacity,D_Ra_CDR,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_isR
1994.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,3.0,959.4705441147664,,0.0,0.0,18.0,50400.0,45853209.10147361,0.0,0.0,0.0,-127410.69170577751,,0.0,2.0,0.28,,,0.35,109.52742402355645,,,,,,,2.0,2.0,2.0,0.0,3,,,,,10.5,5615885.154809196,226800.0,907.2,5.476835060060893,2772.1380598990722,2800.0,1
1978.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,0,0.0,4.0,1082944514.982426,,8.0,13400.0,16.0,42800.0,0.0,0.0,56592.0,23592.0,-51859.82348840895,,49128.0,4.0,0.24,1.25,0.24,0.56,-98.57564627953269,0.6,0.6428468889520108,1.05,,,,1.0,1.0,0.0,15.0,0,3.05,5.2,,,1480.0,-2310695.7761768843,215700.0,1438.0,279.84798863094494,2663.549338293703,2800.0,1
,-1035139.9995197533,0.0,0.0,0,0.0,0.0,0,0.0,1.0,,49776.80393340321,0.0,0.0,1,0.0,4.0,4494.629912531128,,0.0,0.0,27.0,72800.0,858736167.8855287,0.0,,,5701.811099543906,1650471.3947060173,0.0,4.0,0.24,1.25,,0.52,62.89719372858598,,0.5109817992967797,0.85,,,,1.0,1.0,0.0,13.0,2,,,,,14.4,-2381287.1387971756,570530.25,2282.12,21.041625940815834,4196.764092540915,2800.0,0
2019.0,1.0,0.0,-20778.562423079507,0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1,0.0,5.0,3026.216020169556,,-8364955.599910163,,47.0,,0.0,0.0,21936.0,0.0,-66768.50667534597,1354809.276922328,0.0,4.0,0.24,1.25,0.24,,-19.35647446069771,0.6,,1.6,,,64454.12265742957,1.0,,,0.0,24,0.26,4698607.58554348,,,,-2087956790414.1016,1032900.0,3972.0,56.56851560220193,4033.5739403483735,2800.0,1
2011.0,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,7490.029013439946,0.0,0,0.0,4.0,362.56524732595767,,0.0,0.0,18.0,28800.0,6.0,19087893946.262424,0.0,24240.0,93630.81490036807,-147493.4732315936,0.0,2.0,,1.25,0.26,0.52,14.726268652960602,0.66,0.4716456321787317,0.74,,,,1.0,1.0,1.0,1.0,3,0.39,2.6,,,14.0,4586034.156286852,427680.0,1555.2,126.23752720097187,2822.636068737847,2800.0,1
-128114808.80302806,0.0,0.0,,1,0.0,0.0,,0.0,0.0,1.0,0.0,,,0,,1.0,,0.0,0.0,0.0,48.0,73984.0,0.0,0.0,-137404039106.25179,24000.0,33759.09390708068,-1596457.770319315,38400.0,3.0,0.41,1.5,0.41,0.33,-16.77127799209849,1.02,0.8252462967936146,0.84,,,,1.0,1.0,0.0,0.0,2,,3.7,,,7.8,6918859.110613339,382680.0,978.95,391.25602051855486,2876.855590389637,2800.0,1
2019.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,279358.66986467986,0.0,1.0,0,0.0,2.0,1023.7991966956479,,17.0,15300.0,34.0,51000.0,0.0,0.0,0.0,0.0,1352390.7584180841,-1576010.6381583838,12000.0,2.0,0.38,,0.38,0.45,60.328292019408636,0.96,0.5143460632813396,0.59,,,,1.0,1.0,1.0,19.0,2,2.33,4.5,,,1180.0,5712218.562407488,340830.0,1460.7,196.6560383260631,2843.2910696289705,2800.0,1
2018.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,545398.3343095786,0.0,1.0,0.0,0,-108934.79768598516,-1523471.2428856643,2041.9369800453455,933.0,0.0,0.0,,63075.0,-15978088.554168466,4475.0,,92000.0,122803.09039499285,2968736.9411817016,7400.0,1.0,0.28,1.25,0.28,0.23,,0.7,0.29864730420122876,0.5,,,,1.0,1.0,2.0,3.0,16,2046908.01828493,-1141895.7711405756,,,7.5,4547099.592320057,559800.0,1866.0,27.838447666652627,2848.1663308327743,,1
1948.0,1.0,0.0,,,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,-253.64059836504953,,0.0,0.0,16.0,22400.0,3.0,4200.0,16320.0,8592.0,,121366.04367012484,11220.0,,0.37,1.25,0.46,0.22,-34104320.652527705,0.93,0.49074194486690925,0.48,1.0,0.55,0.55,1.0,1.0,1443994.5257361159,0.0,6,0.14,4.0,0.27,0.58,700.0,5472058.916784227,75204.0,501.36,368.35069155188114,2682.4474579774087,2800.0,1
2011.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,248943.17073440872,-1038401.011290867,0,0.0,1.0,1528.8223793691943,,9082644.202627387,31800.0,26.0,40950.0,5.0,6250.0,0.0,0.0,123560.2422252823,2102396.986431093,0.0,3.0,0.37,,0.37,,-94.46528125857989,0.92,0.8007285495662984,0.82,,276211.3986768494,,-285795.3432818987,1.0,0.0,0.0,2,0.01,4.6,,,720.0,898294.6974121202,133470.0,889.8,326.7262654772254,2696.1445494118675,2800.0,1
2002.0,1.0,0.0,0.0,0,0.0,0.0,0,-6938.444680467115,0.0,0.0,0.0,1.0,0.0,0,0.0,4.0,594.2248074301438,,0.0,,,27800.0,0.0,0.0,0.0,6000.0,175395.8616110686,-1816312.2410420282,0.0,2.0,0.24,1.25,0.24,0.51,97.89145719834188,0.6,0.7815134265511694,1.3,,,,1.0,1.0,265713.043824977,1.0,3,0.55,2.3,,,14.0,3016860.182569607,327500.0,1310.0,81.70621117523342,2824.345912576478,2800.0,1
2017.0,-283170.4591808731,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,950.646468196054,0.0,,0.0,18.0,21600.0,,0.0,0.0,22560.0,-63694.96049587951,551757.5528108277,,1.0,0.44,1.25,0.44,0.13,-85.02621874216655,1.1,0.7225361463329627,0.63,,,,,1.0,0.0,0.0,2,0.05,-3398871.5018869885,,,3.6,4992171.837775076,,243.0,235.6672686009997,159773204.87141302,2800.0,1
,0.0,0.0,0.0,0,0.0,0.0,0,-42310.32446923497,1.0,0.0,0.0,0.0,-1154502.976549016,1,0.0,2.0,2580.5041475373464,,4.0,5024.0,74.0,103600.0,22.0,19008.0,,0.0,129011.0224703342,1673655.4645552859,30720.0,3.0,0.31,,,0.29,78.30285344662981,137924.8280508012,0.6432658394753781,0.83,,,,1.0,1.0,1.0,1.0,1,0.54,3.4,,,6.7,,372600.0,2484.0,,2840.5280454398385,2800.0,1
-162144108.28184474,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-584786.679270677,0.0,,0.0,0,0.0,3.0,1122972294.5396864,0.0,0.0,0.0,8.0,-691179301.3357993,,1920.0,,,137885.7613774453,-2316223.728362051,0.0,3.0,0.31,1.25,0.31,0.41,-100.5548561215414,0.77,0.6933064296778603,,,,,1.0,1.0,0.0,0.0,3,0.15,4.5,,,10.5,-2835597.0157965976,123930.0,413.1,265.0990313869121,2748.8907461197336,2800.0,1
2001.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,,0.0,,25302.679049219307,5.0,5149.701817320146,1272.06,5530313.267576827,37116.0,28.0,98944.0,0.0,0.0,0.0,0.0,99302.77776542961,,0.0,2.0,0.26,1.25,0.26,0.72,-30.56543534101054,0.66,0.4239520971934704,0.68,,,,1.0,1.0,1.0,0.0,7,-13902645.72607706,2.0,,,,10709228.852992369,,5674.82,187.5012596752646,291219999.4743733,2800.0,0
-16634019.244367536,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1219.2741936125256,0.0,0.0,0.0,,15000.0,495510722.2307886,0.0,0.0,0.0,,1629544.5662556877,0.0,2.0,,1.25,0.26,0.3,-43.60953905282656,0.66,0.48310771633847815,0.74,,,,1.0,1.0,785447.409179071,1.0,1,0.49,945303.1101753764,,,7.1,1207404.6994482363,65925.0,293.0,128.90295638231046,2684.18272397936,2800.0,1
2012.0,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,5.0,4263.359430379309,915.3,0.0,0.0,40.0,108000.0,0.0,0.0,0.0,,743423.1912287313,1580359.7239099927,,,0.24,1.25,0.24,0.46,5.429692103154685,,0.6141199794751411,1.05,,,,1.0,12955.54197234493,131091.0610226895,0.0,12,0.05,6.8,,,19.45,7850937.663419245,1098360.0,4576.5,215.675195287707,3307.587944263356,2800.0,1
,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-221581.31132953512,4.0,2135.653239185278,570.0,14440915.37191849,,24.0,4.8,0.0,0.0,409994504251.2569,225.0,161633.393171845,,64.0,,0.32,1.25,0.32,0.41,109.68420704466934,0.79,0.4498020180147897,,,,,1.0,-281534.49342830427,2.0,0.0,5,,997116.7914179993,,,16.3,-3836879.2910968754,459200.0,2296.0,310.78192289006176,4076.7347607764696,2800.0,1
2007.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0,1.0,4.0,3485.0974101289967,998.32,156162.10843430503,4753013795.4653845,47.0,17500.0,2.0,67250.0,0.0,0.0,1568907.5953948386,-752227.0029797098,,1.0,0.34,1.25,0.34,0.6,105.3101432069461,0.86,0.5505531043917169,0.64,,,,1.0,1.0,2.0,0.0,5,,,,,17.41,-58289.23893690389,961789.0,4055.09,240.9959360848051,4069.0221453751765,2800.0,0
2015.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,-920219.1574802701,0,0.0,3.0,-706.473005135178,0.0,0.0,,,16000.0,2.0,1920.0,0.0,0.0,2314.509768144373,,0.0,2.0,0.26,1.25,0.26,0.41,18.12008854024592,0.66,0.4038285148621019,,,27976.54082471314,,1.0,1.0,0.0,3.0,3,-30653358.38634923,3.6,,,,4544544.060413593,144000.0,540.0,18.61779030975427,3006.1396349854467,2800.0,1
2022.0,1.0,,0.0,0,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,-768455.9930423389,1887.62270427297,,0.0,0.0,12.0,14700.0,15.0,18375.0,0.0,0.0,-162662.78349128482,-1215051.0986983508,14280.0,4.0,-62048.859308743515,1.25,0.24,0.29,2.0950553544022705,0.6,0.945994402056508,1.6,,,,1.0,1.0,1.0,,12,1.39,3.5,,,10.2,-249618.23619681597,468150.0,1872.6,285.48398006999344,-64455749.12344971,2800.0,1
2017.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,186621.11088122727,0.0,0.0,1,0.0,2.0,3558.8005307161347,,0.0,0.0,78.0,93300.0,469071880.8969792,0.0,0.0,0.0,-104020.48144763854,-809790.8549734589,0.0,,0.31,1.25,,0.31,73.86176823447573,0.77,0.6202255296072962,0.83,,,,1.0,1.0,0.0,0.0,4,,,,,3.65,-3166338.3353327727,809280.0,2697.6,127.71585504513908,2624.5454739346173,2800.0,1
2010.0,1.0,0.0,0.0,0,0.0,0.0,0,18060.657483139956,225.94492853832918,0.0,0.0,1.0,0.0,,0.0,4.0,2153.561760290616,424.6,5068707.422361531,0.0,22.0,,-190405252.10202673,2515265363.815475,0.0,240000.0,-122338.62594916101,-1665473.293421065,,4.0,0.24,1.25,0.24,0.65,,0.6,,1.3,,,,1.0,1.0,1.0,0.0,6,0.13,3.5,,,18.65,-3955068.2472791383,636900.0,2123.0,49.638947775140565,4110.356256052279,2800.0,1
1946.0,1.0,0.0,0.0,0,39244.7828599205,0.0,0,,0.0,0.0,0.0,,1.0,,0.0,1.0,49.617728328262956,0.0,11.0,13823.0,1289432937.1285472,57300.0,3.0,3600.0,4932.0,0.0,31005.915713634604,,0.0,,-55011.37081516018,1.25,0.32,0.3,9.191202927774217,0.8,0.47545658895099363,0.56,,,,1.0,,,0.0,0,,1.9,,,8.12,,123750.0,,230.3013255337256,,2800.0,0
1908.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.0,3357.738582064304,0.0,12.0,36300.0,24.0,,0.0,0.0,72000.0,0.0,-64266.55603262296,1535448.9382049562,0.0,2.0,,,,,-90.9754298856405,1.14,0.6764087938777494,0.63,,,-8239.806189518573,1.0,0.0,,0.0,6,0.09,2.8,,,11.1,1871843.2458893023,774900.0,2493.0,183.9262530199503,2893.1135189551946,2800.0,1
2013.0,1.0,0.0,0.0,0,0.0,,0,0.0,0.0,0.0,0.0,6466.476193715052,0.0,,0.0,4072487.08903162,1171.8996944869616,0.0,-8488814.42151458,0.0,351373445.9472905,63000.0,1.0,1080.0,0.0,0.0,-76602.4569663379,-532254223841.52795,0.0,2.0,0.28,1.25,0.28,0.31,46.55287824694767,0.7,0.47639864157608236,,,,,1.0,1.0,,0.0,3,0.02,1.6,,,7.2,-1038127.1179296961,,734.0,84.72423982246042,2863.3910660443626,2800.0,0
33949068.85622475,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1672.1026496101183,0.0,1.0,0.0,0,0.0,,1680.8974092049373,88.0,0.0,0.0,,24000.0,0.0,0.0,0.0,0.0,-86823.48772661107,-600643.9196603033,,3.0,0.31,1.25,0.31,0.56,64.45666852875601,0.77,0.37560760453976594,0.82,,,,1.0,1.0,0.0,0.0,5,0.12,3.0,,,14.4,-4219251.415731567,208050.0,,145.35668686961583,,2800.0,1
10957479.534849992,1.0,0.0,0.0,0,,0.0,0,0.0,0.0,0.0,0.0,,0.0,0,0.0,3.0,3066.8051452237905,,0.0,0.0,12.0,12600.0,24.0,25375.0,0.0,0.0,78660.10783343346,1127813.7858540793,0.0,4.0,0.24,1.25,0.24,0.29,-56.57045148825069,0.6,0.9495875252308288,1.6,,,,1.0,1.0,1.0,9.0,12,-5162812.690785131,3.5,,,10.2,,540000.0,2160.0,,2701.200504350373,2800.0,1
2012.0,1.0,0.0,14015.215678218834,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-456257.2014733518,4.0,3608.683828059212,522.91,14.0,79430.12,32.0,118777.28,1.0,1750.0,0.0,,625447.6276073782,-2374610.501531258,0.0,1.0,0.34,1.25,0.34,175961.25675626978,36.758233532313504,215208.10652141512,0.5890987544649176,0.73,,,,1.0,1.0,1.0,0.0,6,0.02,3.0,,,19.2,7113097.201545933,770762.0,2657.8,,2930.2105566893856,2800.0,0
1957.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,3.0,2413.825136066811,,0.0,0.0,62.0,98350.0,13.0,-11168517110.285831,132573812652.42686,,19432.33012330954,1971412.9574405532,0.0,3.0,0.37,1.25,0.37,0.33,-18237860.69332964,0.92,0.8297160691076176,0.88,,,,1.0,1.0,0.0,1088989.3448612662,4,,4.7,,,12.15,,443250.0,2955.0,,2793.8720078392016,2800.0,1
2019.0,,,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,3931.2939889804056,0.0,42.0,37800.0,74.0,88800.0,15.0,18000.0,0.0,74000.0,14068.501377644017,1561654.6065812605,0.0,3.0,0.31,1.25,0.31,0.22,15.423699990218553,0.77,0.6780384313825247,0.83,,,,1.0,1.0,0.0,0.0,8,0.05,8.5,,,7.4,2913891921578.8477,409200.0,2728.0,302.42884892922154,2728.416735409416,2800.0,1
2011.0,1.0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,1.0,0.0,0,0.0,3.0,4832.068344930154,0.0,0.0,0.0,,168000.0,0.0,0.0,0.0,0.0,8032.738354641013,1476596.075779112,,,0.24,1.25,0.24,0.3,,0.6,0.9572390589105967,1.6,,,,,1.0,0.0,0.0,9,0.03,5.3,,101459.60329091946,10.8,-390791.593289217,613620.0,4090.8,358.43067226572816,2806.524927473985,2800.0,1
2014.0,1.0,0.0,0.0,0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0,0.0,5.0,1820.996796654265,,-7835315.202484304,28800.0,7.0,28800.0,0.0,-13550179345.290306,0.0,0.0,-19290.699832171842,-158272.77148505114,17040.0,3.0,0.29,1.25,0.29,0.53,,0.72,0.57225079610995,0.83,,239919.75973012138,,1.0,-89231.85913196931,1.0,0.0,5,0.0,3.1,,,18.2,6822589.93405899,744750.0,2482.5,294.90507245956405,4398.040863066999,2800.0,1
2020.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,1,0.0,2.0,3539.8852125232233,476.8,0.0,0.0,38.0,51754.0,9.0,11250.0,136800.0,0.0,-158875.94118815757,-810393.7861156983,0.0,3.0,0.31,1.25,-6611.719827422917,0.45,-60.6969936920112,-1122.9149788645811,0.666778856742555,0.83,,,,,1.0,1.0,,4,0.04,4.5,,,10.8,-479737.6882593888,924960.0,3083.2,145.22449656804986,2934.6875039811985,2800.0,1
21169057.718275588,1.0,0.0,0.0,0,0.0,0.0,0,0.0,,0.0,-174114.29455458754,0.0,,0,0.0,1.0,356.9672332163675,0.0,2.0,1924.0,2.0,3400.0,17.0,25600.0,13056.0,4500.0,-92922.21878252135,-2539751.4091915423,6480.0,40048.096442623806,0.44,,0.44,0.3,9.740381611722757,1.1,1.0050116452123077,0.94,,,,1.0,1.0,1.0,0.0,2,0.02,2.42,,,7.0,1375934.6422316078,79987.5,533.25,-49.4508262207126,,2800.0,1
1866.0,1.0,0.0,0.0,0,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,887407.6010666922,6220.138235972915,1482.25,0.0,0.0,69.0,198025.0,0.0,0.0,3780000.0,0.0,32886.32907441608,4841984.591853577,0.0,4.0,0.24,1.25,,0.64,58.43705025615539,0.6,0.8211937251670532,1.3,,,,1.0,1.0,1.0,0.0,7,0.09,6.5,,109107.38678979863,19.2,7981670.530085276,1994250.0,,52.27085768852788,2650.0831314442803,2800.0,1
1916.0,,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,526688.6899596731,0.0,1.0,0,0.0,3.0,1353313884.6001675,,10.0,16972.24,20.0,64100.0,0.0,0.0,0.0,82704.0,-91971.34415515984,2735489.3861893667,51024.0,-521918.0962000838,0.28,1.25,,0.45,-92.27320270173558,-129068.2522636874,,,,,,2.0,2.0,0.0,0.0,4,,,,31943.495844218953,14.6,2173155941747.2087,436134.5,,,4006.9484603360665,,1
,1.0,0.0,0.0,0,0.0,0.0,0,58263.738365461526,0.0,0.0,0.0,1.0,,0,0.0,217907.86659579727,-682.7838977798863,0.0,0.0,0.0,16.0,19200.0,,0.0,63380288806.98533,,131721.14990467165,2662257.527528284,249744713816.96506,2.0,0.32,1.25,0.32,0.29,-63.850332361182076,0.8,0.5463801717199103,0.62,,-452445.849807628,,1.0,1.0,0.0,0.0,3,0.13,1.0,,,3.4,-2668057.6673530773,162357.0,541.19,-42.536020687850595,2654.100871345801,2800.0,1
2022.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,332245.4959733928,91528.2508044739,0.0,0,0.0,2.0,1849.6171990082978,0.0,4.0,3840.0,52.0,62400.0,13.0,12480.0,,0.0,63539.135319515655,3424982.5446016057,0.0,4.0,0.31,1.25,0.31,0.32,106.99721192271099,-113844.3908619893,0.6120792807976836,0.83,,,,,-562853.4279179373,1.0,0.0,7,-17153638.139222804,3.2,,,7.6,-2726354.355314326,378312.5,1513.25,-28.113328204857226,3006.676436432203,2800.0,1
2014.0,,0.0,0.0,0,,0.0,0,0.0,0.0,-155299.02977714827,0.0,1.0,0.0,0,0.0,2.0,713.0614810359099,,0.0,0.0,9.0,116859921107.19427,15.0,22125.0,0.0,68880.0,107434.57486826036,286546.78383270046,0.0,,,1.25,132728.28243666491,0.42,-39035225.28696437,0.6,0.28748618613487614,,,,,1.0,1.0,0.0,0.0,,,7.2,,,,-4067052.2421066053,228758.0,1143.79,53.491404428607396,2059.662200588019,2800.0,1
1907.0,0.0,,0.0,1,0.0,,0,0.0,0.0,50730.79573992092,0.0,1.0,,0,0.0,0.0,1664.8131543449274,0.0,0.0,0.0,32.0,24000.0,-149043296.8549158,0.0,0.0,0.0,-111678.52318345179,2661780.5135218436,0.0,,48358.518788734385,1.25,,0.14,89.63967742416604,0.8,0.4349193074209605,0.56,,,,1.0,1.0,0.0,0.0,1,-279856.69433274976,2.1,,,3.9,-3237037.1519815964,73350.0,489.0,0.5816235766901343,2792.3650800462474,2800.0,0
2020.0,1.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.0,-3997047.6648577843,,0.0,0.0,44.0,-125768441486.4759,0.0,0.0,74065122755.3044,0.0,-156398.84669452178,256135.0948668206,0.0,3.0,0.24,1.25,0.24,0.52,-6076040.804706738,0.6,0.5509066915839907,0.99,,,,1.0,1.0,838077.9357082725,0.0,5,0.2,3.7,,,3.6,-1834674009666.0862,692000.0,,139.67790465925088,2793.8104091755627,2800.0,1
1955.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,17257.83945048239,3.0,3910.4577462359957,,4.0,8000.0,40.0,80000.0,28.0,56000.0,0.0,11520.0,-43576.03657626439,1838629852137.28,0.0,4.0,11320.28548267451,1.25,,0.38,39.9130296631509,0.6,0.6622712030502778,1.05,,,,1.0,1.0,1.0,5.0,17,,,,,14.8,3532342375380.8887,1088362.5,4353.45,-3.397385016324364,2972.628214685844,2800.0,0
32938119.73538062,0.0,0.0,0.0,1,0.0,0.0,0,,142449.98734798768,0.0,,1.0,0.0,0,0.0,2.0,1011.1726202567606,,-4385990.666877807,0.0,14.0,,3.0,3240.0,0.0,0.0,134597.00961070013,,804823280709.9402,2.0,0.35,1.25,26679.68702623995,27568.27057640681,103.90800788587181,0.88,0.6472322208344279,0.71,,,,1.0,1.0,-614390.504128406,0.0,,0.03,3.2,,,7.0,-2161229.6651140284,88600.05,460.26,198.748952802692,3004.0154798361395,2800.0,1
1918.0,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,,1808.3978432970805,,4.0,2050.0,54.0,73856.0,11.0,10560.0,0.0,0.0,-26287.6158208524,309069.97715116665,6000.0,1.0,0.41,1.25,0.41,0.31,43.24993018638361,1.02,0.6350890697077163,0.58,,,,,1.0,-272270.8321362106,3.0,7,-4355404.320246337,1.9,,,7.2,4405470.931344587,390000.0,1560.0,149.27752110556122,2620.00241517385,2800.0,1
1909.0,1.0,0.0,0.0,1,0.0,0.0,0,0.0,,0.0,0.0,1.0,0.0,0,0.0,2.0,421.18438827561147,,0.0,7000.0,74.0,-153879732215.4141,0.0,0.0,0.0,0.0,135760.8484237577,2278149.1801667623,0.0,463308.434839864,0.31,1.25,0.24,,-47.5215319332697,0.6,0.546809842145066,1.3,,,,1.0,1.0,0.0,0.0,19,0.09,4.5,,,15.2,1739595.2189320214,723.53,740.0,313.92564665657676,-418981409.555008,2800.0,0
2003.0,1.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,5.0,3831.290960540592,0.0,,0.0,14.0,50400.0,0.0,-6338919134.00962,0.0,0.0,172578.47900892864,2509738.9054143326,-48820106485.57475,2.0,0.32,1.25,0.32,0.63,,0.8,0.5370637451665327,0.65,,,,1.0,1.0,1.0,0.0,5,0.03,4.79,,,18.25,-1879648.9028602652,737661.0,2458.87,,3999.4934043792027,2800.0,1
1927.0,1.0,,0.0,0,0.0,0.0,,5886.020085911602,0.0,0.0,0.0,0.0,1.0,0,0.0,5.0,1679.7364659976142,191.41,13.0,25150.0,24.0,72000.0,0.0,4093770519.4519925,0.0,0.0,-90750.34909515035,2721561483305.8916,0.0,4.0,0.24,1.25,0.24,0.64,52.72983593377741,0.6,0.6185043402719921,1.05,,,,1.0,478961.8181826055,1.0,17.0,1,1.83,4.2,,,19.25,3577815.106717407,761300.0,2933.3,-68.69242796066638,2414.0082010608126,2520.0,1
2023.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,2.0,,0.0,4.0,4800.0,50.0,68400.0,0.0,13500553767.30135,0.0,54480.0,135578.88911085954,,,3.0,,,0.31,0.22,-42.61486050731639,0.77,0.6508460411766132,0.83,,,,163476.20677739123,1.0,1.0,3497206.2828513836,6,,0.5,,,,5987998.32677475,393525.0,1431.0,126.53940585248321,2660.5325370670253,2800.0,1
65615410.78613297,1.0,,0.0,0,0.0,0.0,0,0.0,,1.0,,,1.0,0,0.0,2.0,-535.0162715793733,0.0,0.0,0.0,48.0,37800.0,87936481.44108202,,0.0,,-3519.458744325384,-2580172.7852406646,0.0,4.0,0.22,1.25,0.33,136878.02712079373,-39.571370137814014,0.86,0.6834739809254456,0.83,,0.55,,1.0,1.0,0.0,,3,0.12,6.4,,,10.5,5217966.884347822,229514.5,1768.0,391.5613426986574,3997.6656621078787,2800.0,1
1902.0,0.0,,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,,3.0,,,0.0,0.0,500532258.4664351,104000.0,4.0,-13209345465.41724,180000.0,0.0,145052.60289791483,4047128610234.2837,,3.0,0.32,1.25,,0.33,89.4401358450727,,,,,,,2.0,1.0,1.0,0.0,3,,,,,11.8,6019101.515803507,682933.68,2653.2,276.8283370635776,2788.6711580362326,2800.0,1
2014.0,1.0,0.0,-4483.117890912818,0,0.0,0.0,,0.0,0.0,,47401.745147817994,1.0,0.0,0,-14083.50099288821,3.0,1985.6208265921746,192.0,0.0,0.0,189665924.39289463,43500.0,7750.0,0.0,-747527012587.9467,0.0,12533.380754415412,2055812.1012749393,0.0,2.0,61053.91267028918,1.25,0.38,-234944.11875112352,-26.914193410810153,0.96,0.6686412818839877,0.7,,,39684.085623208855,1.0,1.0,0.0,10.0,5,1.24,,,-28397.627816961263,10.8,-17224.249069924466,189516.0,1263.44,239.3213507270542,2665.148530907624,,1
,0.0,0.0,0.0,0,16654.087477042714,0.0,0,,1.0,1.0,0.0,0.0,,0,,2.0,2036.8476570904788,,10164266.381788705,0.0,18.0,65100.0,,0.0,0.0,0.0,79678.749061715,-1284796.943227746,77520.0,2.0,0.37,,,0.31,55.159583741393845,,0.932727343469853,0.83,,,,1.0,1.0,0.0,1.0,,0.0,0.0,,,7.05,,1196544.0,3582.1,398.8433893785182,2678.687669676735,2800.0,0
-82950767.26688406,1.0,0.0,0.0,0,0.0,0.0,0,-7827.341234038476,0.0,0.0,329260.5393166287,0.0,,0,1.0,,,230.0,18.0,19950.0,,-62427426815.0078,-345410996.1216973,7350.0,0.0,0.0,86417.99535519752,-1086268.1549065714,0.0,1.0,0.28,1.25,0.28,0.39,,0.7,0.3515350695172623,0.57,,,,1.0,1.0,2.0,4.0,12,-15905578.888717806,4.2,,,,-722665.6489785947,118125.0,,263.59155883100243,,2800.0,1
