D_Dbuild,D_StructureSystem_RC,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_floorTAGround,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_Y4brickwall,D_Y3brickwall,D_basintype,D_475Acc,D_I,D_Demand,D_Tx,D_Ty,D_sds,D_sd1,D_td0,D_sms,D_sm1,D_tm0,D_windows,D_patitionwall,D_nonstructure,D_CLlarge,D_CLsmall,D_MaxCl,D_NeutralDepth,D_Ra_Capacity,D_Ra_CDR,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_isR
2019.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,239137.38400461953,-1171595.8177413847,9158.581909168368,2520.59,84.0,302400.0,58.0,208800.0,0.0,0.0,1224500.0,0.0,477212.4484857259,4371277.274269728,0.0,4.0,0.24,1.25,0.24,263992.9826188535,-46.20679855531948,0.6,0.9581157427551407,1.6,,,,1.0,81187.02553514634,1.0,0.0,3,-44665408.06843158,3.9,,-49072.51456838154,2100.0,120213150.71468921,3745770.0,12485.9,255.11200552990863,4254.833006805784,2800.0,0
2015.0,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,0,0.0,,2850.4858692395455,614.25,992905.1877476287,25600.0,40.0,80000.0,0.0,0.0,972000.0,100800.0,101991.75093662814,310898.45029764925,0.0,4.0,0.24,1.25,-84551.01335223156,0.37,76202615.0446373,0.6,0.6649602720815453,1.05,,,,1.0,1.0,0.0,10.0,3,1.53,4.7,,,14.4,-3418359.869309334,399330.0,2662.2,348.9243953022782,2746.764515548336,2800.0,1
1940.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,6.0,3359.6694802145603,,0.0,0.0,25.0,73273.0,0.0,0.0,0.0,153600.0,-62250.80308306034,200087.61371332733,0.0,4.0,0.24,,-39404.20422466149,,-19.705387821702892,0.6,,1.05,,,,1.0,1.0,0.0,0.0,18,0.22,5.6,,,19.35,-7708328439627.138,921000.0,3684.0,63.18946655416383,258495813.01104915,2800.0,1
-38635693.14248968,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,,-219895.800632475,1.0,1905.0318994089987,0.0,,,23.0,33250.0,5.0,7000.0,0.0,0.0,49848.24018850786,-2090847.1589735555,3120.0,3.0,0.32,1.25,0.32,0.22,-22.456440588897223,,0.6312719997706517,0.84,,,,1.0,1.0,1.0,0.0,2,0.1,0.0,,,7.2,4308639.872478524,,756.75,207.7950759185316,,,1
1944.0,0.0,0.0,0.0,1,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0,50347.11746975631,2.0,2618.5687863893872,0.0,-6642799.983158628,0.0,,22500.0,14.0,19050.0,0.0,0.0,16493.642361932085,2461940.086135578,0.0,3.0,0.34,1.25,0.34,,58.52215618799215,,,,,,,1.0,1.0,2.0,0.0,3,0.02,5.2,,,9.0,1644721.0634270548,519444.0,1731.48,392.9157361032011,4147.464375988927,,1
1928.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.0,1402.1463964503052,0.0,26.0,19200.0,69.0,-78915938690.91013,11.0,,1068359814732.3171,0.0,127774.69901498267,-866059.1655838084,0.0,1.0,0.31,1.5,0.31,0.22,23.4985882360576,0.77,,0.57,,,,1.0,1.0,0.0,0.0,7,,-3220775.5275979633,,,7.2,-3118791.201507368,775957.0,1837.43,163.1586986319536,2975.86052226717,2800.0,1
1953.0,0.0,0.0,0.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2.0,443.41879727024957,0.0,18.0,-1095403193.760284,37.0,39505.0,8.0,6000.0,0.0,32688.0,6368.661916214507,-1477184.5600218384,0.0,2.0,0.39,1.25,0.39,0.31,-66.37042101326657,,0.4361492056883759,0.56,,,,1.0,1.0,2.0,0.0,,0.03,3163227.465477382,,,7.2,-2718694105763.595,318120.0,1156.8,-2.6266356859246116,2883.3541785356156,2800.0,1
2017.0,,0.0,-11162.755401496446,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0,109359.89492121698,2.0,,0.0,,35807502493.100174,22.0,38500.0,0.0,0.0,0.0,9600.0,133188.70347138215,-1289007.6203262236,14400.0,1284836.0550671814,0.28,1.25,0.28,,-40.27528165196274,0.7,0.5672837298517432,0.74,,,,1.0,1.0,0.0,0.0,3,0.04,,,,10.8,1683851.9632537793,,2091.0,84.39885831022015,2761.199987218568,2800.0,0
1949.0,1.0,0.0,,0,0.0,0.0,0,25816.064587629113,0.0,0.0,0.0,1.0,0.0,0,0.0,4.0,2390.829484345977,408.5,6.0,12000.0,14.0,37800.0,0.0,0.0,0.0,,1011680.7832530319,-2358341.510403379,0.0,4.0,0.24,1.25,0.24,0.37,108.56143528540494,0.6,0.6782139582786073,1.05,,,,1.0,1.0,0.0,15.0,0,5.55,4.9,,,14.4,2077232.9854255002,305500.0,1527.5,,4231.183363407638,2800.0,0
-96528548.9555421,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1491.980474075364,,,17850.0,25.0,50000.0,2.0,2000.0,0.0,0.0,-137735.37785320482,-760764.8434001468,,3.0,0.31,1.25,-35168.43770815612,0.15,69.79351306986297,0.77,0.5983891692377791,0.83,,,26851.504041353448,1.0,1.0,1.0,0.0,2,0.03,3.0,,,3.6,,152400.0,762.0,263.9455561999206,2824.269701596886,2800.0,1
2008.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,-482.5068379475117,0.0,0.0,0.0,16.0,23893.66,2.0,-1941454080.07208,0.0,23256.0,29936.596978133108,-1326398.1357796087,10080.0,1.0,0.32,1.25,0.32,0.36,99.06392351747105,0.8,0.4156512228129593,0.56,,,,1.0,1.0,0.0,0.0,2,0.04,0.0,,,,-44035.93773635011,35868.0,239.12,380.35383914835086,2715.263528368976,2800.0,0
2016.0,0.0,0.0,-111579.52080360679,0,0.0,0.0,0,0.0,1.0,0.0,435050.41904684465,1.0,0.0,0,0.0,,-153.7464619815193,,0.0,0.0,-207868449.0285007,23100.0,2.0,3850.0,3975.0,8300.0,-98907.01915768621,-341575430437.3169,0.0,2.0,0.35,,,0.26,,,,,,2898.6125057121517,199047.51983066928,2.0,1.0,0.0,,2,,,,-192054.59483851548,7.2,6561580.361152569,36840.0,245.6,299.07433900923235,2702.491062409306,2800.0,0
1958.0,1.0,0.0,22635.110402968607,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,1652.8201775475732,,13.0,30500.0,18.0,63000.0,0.0,0.0,0.0,0.0,34855.43513372113,-444859.58074034005,0.0,,0.35,1.25,0.35,0.5,-5.466189113179709,,0.5332181430304064,0.59,,,,1.0,1.0,1.0,0.0,9,-22012371.06963857,3.3,,,10.8,5884182.919754,483263.9,2071.13,144.1321833957414,4206.476667324075,2800.0,0
2011.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,109206.24562072744,4.0,3218.9263745431354,628.0,17.0,35000.0,15.0,31800.0,2.0,3200.0,-575983984672.0142,0.0,-124201.54424977649,1859508.7618313888,-243395893476.71683,3.0,0.31,1.25,0.31,-311913.81007859425,,0.77,,0.83,,,,1.0,1.0,0.0,0.0,5,0.04,0.5,,,15.0,4849806.630950637,587345.0,2469.28,209.36314738321357,4111.538463458752,2800.0,1
1964.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,433442.7225960211,0.0,0.0,830895.0159691549,1,0.0,3.0,1463.7552235315093,,0.0,0.0,-1108797703.1818426,24000.0,10.0,30000.0,0.0,0.0,,1952776.120063465,0.0,4.0,0.24,1.25,,0.37,-105.45271982149974,0.6,0.548355842553669,0.85,,,,85206.41260497068,1.0,1.0,0.0,15,,,,,14.6,1878421.4014393035,466000.0,1864.0,200.1273377902925,4295.553684220974,2800.0,0
2011.0,0.0,,0.0,1,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,-161.07332684922824,,0.0,16945203668.72971,4.0,3840.0,2.0,1920.0,,151500.0,-3201.459628323355,-216541970577.75574,176750.0,3.0,,1.25,0.29,0.22,18.190846176344508,0.72,0.5265867127777691,0.75,,,,1.0,1.0,1.0,-2931766.5326637314,0,0.6,1.8,,41935.27133852007,7.2,581315.6229779441,27000.0,90.0,391.51523044868344,2866.5385116883645,2800.0,1
2010.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,1.0,0.0,0,0.0,3.0,624.8145622788047,134.38,,0.0,16.0,25200.0,4.0,6210979074.7761965,0.0,0.0,-153596.86619165048,-1740761.4892720731,0.0,2.0,0.28,1.25,0.28,,97.69234342877992,0.7,0.49422481176806815,0.74,,,-98311.34857294433,1.0,1.0,0.0,0.0,4,0.07,4.7,,,10.8,5956811.119004809,89250.0,765.0,317.67006259623406,2791.4488904728737,2800.0,1
1909.0,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,523277.76474436925,,0.0,3.0,1359.3954017717838,,0.0,0.0,10.0,24000.0,708839610.3150489,0.0,,0.0,-5904.3880392120045,1207438.3779275888,0.0,3.0,0.24,1.25,0.24,0.29,20.972732142548985,,0.5873763097878394,0.9,,,,1.0,1.0,0.0,0.0,3,0.07,2.1,,,10.65,87284.66644971166,185244.3,617.48,282.7711440814552,2732.2053917438125,2800.0,1
2005.0,1.0,0.0,-26471.07447334544,0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,-23.507725082531977,0.0,0.0,0.0,12.0,18900.0,2.0,,0.0,28800.0,-12308.639489773952,856062.9074457269,1081712694467.6443,2.0,0.43,1.25,0.43,0.41,32.246191823031666,1.08,0.7278438274466925,0.64,,,,1.0,1.0,-162800.03514950332,0.0,3,0.01,,,,10.5,-1253464.4349645367,,441.32,283.4299454134355,-622548554.6285841,2800.0,1
1955.0,,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,-194251.75755800694,0.0,426428.8169016084,0,0.0,2.0,2411.8932871147754,0.0,22.0,19800.0,1664571395.3433006,,11.0,6875.0,,,-128539.37029611066,898652.7116615539,24862.5,4.0,,1.25,0.24,0.31,59.02684818125232,0.6,0.8141294045633706,1.3,,,,,1.0,0.0,-3743963.1944575286,10,0.25,8.2,,,7.2,4760494.264889017,392170.5,1742.98,-21.394143959046545,2799.280117262148,2800.0,1
1902.0,1.0,0.0,-40658.21633037816,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,580209.5376521434,690.2222756393711,50.6,10.0,32630.0,37.0,113600.0,0.0,0.0,0.0,0.0,,-78820.79378984729,0.0,2.0,0.22,1.25,0.22,0.45,,0.55,0.41354903883398686,0.82,,,,1.0,1.0,0.0,3.0,5,0.57,,,,,5738753.250706088,215900.0,959.0,-5.32786158606433,2683.1633646415526,2800.0,1
,0.0,0.0,,0,0.0,0.0,0,0.0,1.0,0.0,,1.0,0.0,,0.0,4.0,3333.658931921333,,4.0,4800.0,24.0,42000.0,24.0,48000.0,-37400928132.84317,229200.0,111961.24693460844,1317995.2181606456,,693930.1243215683,0.38,1.25,0.38,0.51,-2.25229307866997,0.96,0.681356021793985,,,,,1.0,1.0,0.0,-3629399.5165252285,2,,,,,14.0,-5376623565525.522,456275.0,3171.0,259.5109256702847,2929.1946622250175,2800.0,1
1975.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,,,0.0,,2793.3896519901364,0.0,,0.0,44.0,61600.0,,13440.0,0.0,40800.0,91520.08738575308,194878.75845517078,0.0,1.0,0.36,,0.36,0.22,-68132794.00399731,0.91,0.5739683938461808,,,,,1.0,144738.95900515857,0.0,0.0,6,0.29,8.1,,,7.0,,514552.5,1871.1,49.73298425156517,,2400.0,1
2017.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,1,0.0,2.0,1401.7852564417476,269.0,,0.0,34.0,61200.0,5.0,6000.0,0.0,22320.0,-95204.30280197941,389549.57105534757,0.0,2.0,0.24,1.25,0.24,0.46,12.051764970404427,,0.5878720878350677,0.9,,,,1.0,1.0,,-106519.82774561443,25,2039626.1176963167,2.0,,,12.3,12659492.804867234,558947.5,1969.15,73.30824111139835,,2800.0,1
1905.0,0.0,,0.0,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,-427.5823835706417,0.0,0.0,0.0,8.0,8000.0,1.0,,0.0,139337.5,-102246.97684078445,-935815.5577684024,118450.0,-283293.93594262673,0.36,1.25,0.36,0.3,53.66320829770006,0.9,,0.64,,,,1.0,2.0,,0.0,2,0.02,4.0,,,3.45,-2594797.9272678173,40181.0,145.02,169.89100525409575,-110449274.0004428,2800.0,1
1882.0,1.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,3.0,175.84289390453876,,0.0,0.0,24.0,25536.0,0.0,0.0,,118800.0,-136039.6375443779,-705789.2547179884,,2.0,0.28,1.25,0.28,0.35,-51.49433984780867,174929.9870649538,0.5541923047399366,0.74,,,,1.0,1.0,0.0,0.0,6,0.07,0.7,,,10.65,143065.58162479196,118627.5,790.85,349.62040500474194,2808.2809106861855,2800.0,1
1965.0,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-238992.65887227235,0.0,1.0,1,0.0,2.0,,,,9062546416.490046,56.0,78000.0,0.0,0.0,0.0,144000.0,132213.24868566962,-862446.6585095141,14300.0,3.0,0.24,1.25,0.42,27568.27057640681,-16.678772841070035,,,,,,,1.0,-239951.29832120563,2.0,0.0,9,0.2,4.4,,,17.7,,1305000.0,1403.0,254.75523014452037,2946.7616094597324,2800.0,0
-29025369.600443225,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,0.0,-297404.84764706815,0,0.0,0.0,-490.8711545045087,0.0,0.0,-47365254179.40988,27.0,40325.0,0.0,0.0,0.0,0.0,96963.77885884125,957308828261.5475,6480.0,2.0,0.28,1.25,0.28,0.18,92.68521392628574,0.7,0.4929070670086276,0.74,,,,1.0,1.0,1.0,0.0,1,12085479.098436618,5.1,,,3.6,-4407692.017710522,108780.0,362.6,,-38456795.07610815,2466.0,1
1896.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0.0,1.0,0.0,0,180279.7944697016,355040.4970980849,22.465093709414134,,2.0,0.0,12.0,,0.0,,-15316072481.10897,0.0,431879.2049828346,1665795.3079170855,34560.0,4.0,0.26,1.5,0.39,0.31,98.29992440601079,0.77,0.7367130631724109,0.74,,,,1.0,1.0,1.0,0.0,5,0.28,4.0,,0.47,10.8,6020773.694494501,3531375.0,426.0,5.879130086443752,,2800.0,0
2017.0,1.0,0.0,0.0,0,3139.295671787169,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,3.0,1174.9322624834554,,0.0,0.0,26.0,48230.0,,9120.0,3220.0,609500.0,133847.6731294354,400547.54871313414,822100.0,1.0,-115683.31890048228,1.25,0.37,0.28,-2.04168768420577,280393.60563797964,0.5651552390147558,0.59,,,,-159234.95495244494,-119598.4906708586,-443994.5914857701,0.0,3,0.04,5.2,,,9.9,-985547.7548957197,296400.0,741.0,127.72498433171654,2696.310707334824,2800.0,1
1921.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,,0,0.0,3.0,-3134910072.937209,,0.0,0.0,6.0,14400.0,8.0,13600.0,,67200.0,,591132.8127941615,0.0,3.0,0.31,1.25,0.31,-191866.41689804802,-77.76719394602584,0.77,0.5896598082533645,0.83,,,,-184275.28970171118,1.0,0.0,0.0,3,0.02,2.9,,,11.8,-5597097.42589586,50225.0,430.5,9.489858148514912,4129.344553973865,2800.0,1
2019.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,,0.0,0.0,1.0,283528.5917614993,0,0.0,3.0,3499.758462290123,0.0,4.0,8000.0,62.0,119800.0,16.0,19200.0,0.0,14238.0,-51822.65388122597,131036.64167782292,3568932116.690632,3.0,0.32,1.25,,0.3,111184273.5252574,0.8,0.6629669169277488,0.8,,,,1.0,1.0,0.0,0.0,6,0.1,0.92,,,11.0,8287428.026602857,457915.8,,45.676576622015574,2949.088403930594,2800.0,1
73526127.98856623,1.0,,0.0,0,0.0,0.0,0,-17716.365103075925,0.0,,0.0,0.0,0.0,1,0.0,1.0,-319.1514324225452,0.0,0.0,-11924587826.302738,21.0,-29123421986.128086,-462816946.5198547,0.0,0.0,0.0,-110736.63616222297,-561634.394868236,5125.0,2.0,0.22,1.25,0.22,0.29,,0.55,0.4492788641473419,0.73,,,,1.0,,1.0,6.0,0,1.17,6.4,,,6.5,-438119.29687113874,93920.0,469.6,210.9745590020276,,2800.0,1
2000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,,3842.915908308599,385.8,44.0,0.0,22.0,51300.0,18.0,0.0,65844.0,17880.0,-102351.2653936886,6116155186908.256,0.0,4.0,0.26,1.25,0.37,0.72,-40.54688936265883,,0.281588090219136,,,,,1.0,1.0,1.0,0.0,8,0.08,2.0,0.19,,3.6,6023976.048998555,524300.0,581.0,270.9125704442991,2908.791003533647,,1
1897.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,-73951.21766209572,2.0,-3703578007.1079717,313.75,0.0,0.0,1229199199.218429,43200.0,0.0,0.0,0.0,0.0,,-1704502.1241226713,0.0,1.0,0.34,1.25,0.34,0.44,-77.09496608020065,41570.61928916599,0.5405203882044202,0.65,,,,1.0,1.0,1.0,0.0,4,0.02,3.6,,,11.9,5488428.32270956,139830.0,1118.64,141.4261031419171,,2800.0,1
1926.0,1.0,,0.0,0,0.0,0.0,,0.0,0.0,0.0,-391158.3931771433,0.0,0.0,1,,1949795.0001215185,8370.61860396583,2173.0,0.0,,58.0,239145.0,0.0,,0.0,0.0,38179.55991654027,1925735.7816497665,0.0,2.0,0.28,1.25,0.28,0.65,108.5434581729694,0.7,0.4750816858870815,0.74,,,,81748.7856232384,1.0,0.0,0.0,6,0.04,3.1,,,,7742632.931995551,,7690.0,174.55688443660503,4160.776416929755,2800.0,1
1956.0,1.0,,0.0,0,0.0,,,-69719.24368708409,0.0,0.0,0.0,-16513.001272078873,1.0,0,0.0,2.0,,,14.0,,58.0,7560.0,0.0,3840.0,-311749064634.5762,0.0,95103.98214277157,-2215431.3502341993,-244495888002.82983,2.0,0.22,1.25,0.24,0.58,-104.22295184969371,,,0.89,,,,,1.0,-83517.71045888444,0.0,,0.03,,,,1650.0,6464445.391050508,108000.0,2529.0,275.483644761504,-851383645.843808,2800.0,1
1927.0,1.0,0.0,0.0,0,0.0,,0,8321.628220871728,0.0,-203718.2370810602,0.0,0.0,0.0,1,0.0,4.0,3383.6968542547656,,0.0,-19488601965.203312,46.0,-104197276055.2202,0.0,0.0,16200.0,0.0,95548.19492679284,1529816.0168614993,0.0,4.0,0.24,,0.24,,56.515775126961465,0.6,0.6458401674128182,1.05,,,,1.0,1.0,,20.0,0,-25848387.94958216,7.5,,,18.0,-2839676.4170826674,855804.0,2852.68,269.16497853217925,,2800.0,1
2023.0,1.0,0.0,-21758.111867758515,0,-36277.47937118817,0.0,0,0.0,347944.459280624,0.0,-71197.98150309185,0.0,0.0,1,0.0,1.0,2383.7006888755823,0.0,0.0,,12.0,26400.0,22.0,4645363835.910648,16400.0,36000.0,49282.52170463791,1321701.5065682605,,2.0,0.28,1.5,,0.25,64.62719971257087,0.7,0.5191927136796328,0.74,,,254844.60826124306,1.0,-284111.94474717765,1.0,0.0,,0.05,,,,11.3,-1262500467412.2043,437870.0,1974.65,72.9369521396487,2851.761571140786,2800.0,1
2011.0,0.0,0.0,,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,,2507.508237823405,,22.0,32044.0,68.0,110388.0,0.0,0.0,,0.0,-79985.912271104,-2488170.392463858,0.0,1758533.5461553046,0.28,1.25,,0.26,-79.33901973229025,,,,,,,2.0,1.0,0.0,0.0,6,-8965215.271579731,,,,7.2,-1902270.6028938214,656424.0,2188.08,314.58437337660075,2838.506911702619,2800.0,1
1896.0,1.0,0.0,-14911.580409595646,0,0.0,,0,0.0,0.0,0.0,-276520.9570056089,0.0,0.0,0,0.0,3.0,1357.6369227558123,734.05,14.0,2.17,14.0,2.17,12.0,,,0.0,75422.56787195039,,3.84,4.0,0.24,1.25,0.24,0.39,80.58306367669424,0.6,,1.6,,,,1.0,1.0,1.0,12.0,1,3.49,7.0,,,3.6,5585017.910178088,2656714.2,3037.68,-39.58286395263593,,2164.25,1
1998.0,1.0,0.0,0.0,,0.0,0.0,0,,0.0,1.0,0.0,,0.0,0,806.7130047549148,1.0,252.61609859278562,70.98,0.0,0.0,9.0,24069811183.240383,0.0,,6750.0,16625.0,88834.70237106734,2734959.885237093,310904311066.89197,3.0,0.32,1.25,0.32,0.33,55.8369161538224,0.8,0.6449529871332125,,,,25773.15344943794,1.0,1.0,0.0,0.0,3,0.02,4.0,,,9.2,-2257459.743669767,85488.0,,,2644.113619303428,2800.0,0
2019.0,1.0,0.0,-53346.70934203891,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.0,3993.175113132701,,22.0,26400.0,44.0,79200.0,13.0,11232.0,0.0,,22528.847631795856,1950803.8275938015,0.0,2.0,0.28,1.25,0.28,0.39,-53.97820045588137,0.7,0.3956051990955551,0.74,,,,1.0,,0.0,0.0,4,0.05,4.5,,43449.46362021043,11.5,-2485582.002455931,337365.0,2891.7,193.15907884855054,2962.2526272303753,2800.0,1
1916.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,543008.23463103,0.0,-209159.03605992228,,0.0,0,0.0,4.0,826.7763100040206,,0.0,,19.0,51100.0,9.0,13800.0,1246200.0,270400.0,73096.71244374735,-769146.9591858089,135600.0,2.0,0.32,1.25,0.32,0.4,-46.815830446746055,0.8,0.569974422035066,0.68,,,,1.0,1.0,0.0,0.0,4,0.03,3.5,,,15.6,-3225118.071627605,710517.0,2368.39,220.04490872134863,15838779.920337457,2800.0,1
2007.0,1.0,0.0,0.0,0,29888.897061389016,,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4.0,3885.9394466457265,1382.2,19.0,38000.0,,95000.0,,0.0,0.0,0.0,-20840.49008042342,1738387.2945012935,0.0,4.0,0.24,1.25,69305.77105216452,0.62,43.826245130337405,0.6,0.7842319481639334,1.3,,,,1.0,1.0,,12.0,1,1.33,5.1,,,1480.0,,897750.0,3780.0,283.21488979905286,2665.0295720181102,2800.0,1
2023.0,-152579.883185069,0.0,4918.795497158023,1,0.0,0.0,0,0.0,-258830.97577426131,0.0,,0.0,-801796.9562687307,,,,,,9.0,11309.4,15.0,,0.0,0.0,165600.0,0.0,136201.32915059692,2627495.5123078693,0.0,1.0,0.37,1.25,0.37,0.04,-16.139436455770102,0.93,0.6141811459616697,0.64,,,,1.0,1.0,138104.98403324795,0.0,3,3760556.6353446417,4.6,,,3.66,5201902.877551353,97524.0,1393.2,202.07704820634711,2756.7958250569563,2800.0,1
2009.0,1.0,0.0,0.0,,16372.201665380564,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,1.0,-509183.70091698953,,0.0,28.0,67200.0,18.0,43200.0,,0.0,71040.0,24816.0,63326.09093947642,1350588.612029389,,4.0,0.6,1.25,0.24,0.52,-50945541.9382867,29303.211074915376,0.9563910585703443,1.6,,457036.42356795055,,,1.0,0.0,2.0,11,0.71,,,,14.4,,629637.5,2649.75,177.7803974002627,2900.1569545737266,2800.0,1
1913.0,1.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,3.0,1922.9591090229005,650.88,16.0,37600.0,22.0,66000.0,0.0,0.0,0.0,172800.0,121726.83067999309,,0.0,2.0,0.39,1.25,0.39,,-93.78999398352889,0.98,0.7208782646402812,0.68,,,,1.0,1.0,1.0,0.0,15,0.08,,,,,21708393.69366546,2636266.74,2619.04,129.0250972542139,4222.292657099118,,1
1987.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,-421380.3282407389,0.0,0,0.0,2.0,1410180391.0978436,0.0,0.0,0.0,10.0,18000.0,1.0,960.0,136622265814.06943,48096.0,-81292.24376224165,2207674.954271611,0.0,1.0,0.34,1.25,0.34,0.33,-77.24105721493544,0.86,0.5212499737597732,0.64,,,423570.7973322713,,2.0,0.0,165546.58825974498,3,0.06,2.4,,,8.0,6371227.3809867315,67500.0,270.0,407.2739712443445,,2800.0,0
-75759700.03641267,1.0,0.0,0.0,0,0.0,0.0,0,-82635.0134041404,0.0,0.0,0.0,1.0,0.0,0,0.0,2.0,2985.2756871202305,0.0,0.0,0.0,1050574519.7023333,87265.0,13.0,,0.0,0.0,-100629.2679118907,,0.0,3.0,0.31,1.25,0.31,0.49,110.69688754344324,-45288.08130514795,0.6730943732974766,0.8,,,,-154596.72857592252,1.0,0.0,0.0,9,0.04,3.5,,,10.5,7607940.012829876,,2754.0,21.519065024693134,2965.054752310626,2800.0,1
28780428.64594683,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,1.0,-71926.39655596945,0.0,0.0,0,0.0,3.0,4955.643481631273,3024.09,8.0,28800.0,725866290.8756791,,8.0,17600.0,277088698657.22754,0.0,248789.29064860562,2691736.448593585,,-366574.1528837284,0.31,1.25,0.31,0.63,-98.85873832655369,0.77,0.612742853977037,0.83,,,,,1.0,1.0,0.0,,0.02,3.3,,,15.15,13724010.82691443,1723839.0,5746.13,4352.392633371172,2842.555931274246,2800.0,1
-2596223.479048994,1.0,0.0,0.0,,,0.0,0,-2715.6467890636354,0.0,257733.71545076216,0.0,-518692.21267440607,0.0,0,0.0,3.0,1363.5846165215003,,0.0,0.0,36.0,48600.0,8.0,8640.0,0.0,164400.0,124132.06108101347,-1576895.3631538183,0.0,3.0,0.29,,0.29,,-76.05224367671185,,0.6238779229615304,0.83,,,,1.0,1.0,0.0,0.0,3,0.17,0.1,,,10.8,,486000.0,1620.0,83.50563379255371,2783.023872291575,2800.0,1
1927.0,1.0,,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,98727.84812911061,0.0,0,0.0,2.0,2356.160240945095,754.25,0.0,0.0,,77350.0,0.0,0.0,0.0,,143435.9316280704,2668981.1955140214,0.0,-273149.10588327347,0.39,1.25,0.39,,-111.69304792507171,0.98,0.5903064238108763,0.62,,83765.92413888584,,0.0,0.0,0.0,0.0,7,0.22,5.7,,,12.0,1676058788415.4404,527975.0,2262.75,-49.23336703826965,2962.939084336458,2800.0,1
