D_floorTAGround,D_Demand,D_MaxCl,D_NeutralDepth,D_sd1,D_td0,D_sds,D_patitionwall,D_nonstructure,D_Ty,D_windows,D_Tx,D_I,D_475Acc,D_basintype,D_CLlarge,D_CLsmall,Total_Height,Total_DeadLoad,Total_LiveLoad,Total_Floor,Avg_Confc,Avg_MBfy,Avg_stify,D_Dbuild,D_Y3brickwall,D_StructureSystem_RC,D_Y4brickwall,D_StructureSystem_Precast_Concrete,D_StructureSystem_Steel,D_StructureSystem_Reinfored_Brick,D_StructureSystem_Brick_Wall,D_StructureSystem_Brick_wall_with_Wooden_pillar,D_StructureSystem_Wood_or_Synthetic_Resins,D_StructureSystem_SRC,D_StructureSystem_NaN,D_structure_6,D_structure_5,D_structure_4,D_structure_3,D_structure_2,D_structure_1,D_floor,D_floorTA,D_1floorCorridorCol,D_1floorCorridorColA,D_1floorClassCol,D_1floorClassColA,D_1floorInsideCol,D_1floorInsideColA,D_X4brickwall,D_X3brickwall,D_YRCwallA,D_isR
,,,2.5,0.4783741819230733,0.74,0.66,1.0,1.0,14.077552263764863,1.0,0.32,,,2.0,,3.0,10.8,2612861.4163730806,136350.0,909.0,197.4321657678583,2605.689725400636,2800.0,1974.0,,1.0,2503918.2198255714,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,10.0,16100.0,12.0,24000.0,0.0,,,,132371.9103020049,0
0.0,0.28,0.05,4.0,0.4780922285065757,0.74,,1.0,1.0,111.19412901302805,1.0,,1.25,,2.0,0.0,9.0,10.8,2576166.294158578,,1925.1,246.8538290171406,,2800.0,1933.0,,1.0,694582.316933651,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,3.0,,,,38.0,66500.0,7.0,12250.0,,,,1
0.0,0.44,0.04,,0.6992440659234137,0.63,1.1,1.0,0.0,22.174251771243487,1.0,0.13,,0.44,1.0,,,3.7,,,,95.79725486804747,2877.3486902566137,2800.0,1960.0,,0.0,2579592.235372484,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,,16.0,22400.0,0.0,,,,113623.0065179412,1
244.97,0.26,0.11,5.6,0.4237137916548413,0.68,,1.0,,0.1297238594330013,1.0,,,0.26,2.0,0.0,5.0,16.6,5039631.281156508,792456.0,2641.52,177.72300331000508,2697.0745674446666,2800.0,2014.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,4.0,2362.774392458774,0.0,,38.0,,0.0,,,,103997.43784498426,1
,,0.07,3.5,0.6771831066261308,0.83,0.77,1.0,1.0,80.47318867324977,1.0,0.21,1.25,0.31,3.0,0.0,2.0,6.9,3593146.396973411,,,79.51265578685079,2951.1912969900427,2800.0,2002.0,5750.0,1.0,1428068.2439240934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,14.0,17500.0,,,,,82138.06194538639,0
0.0,0.24,,4.6,0.4874857945359779,0.68,0.7,,1.0,,1.0,0.42,1.25,0.26,2.0,0.0,2.0,7.2,,125739.0,2160.0,68.53689625424397,,2800.0,1898.0,23000.0,1.0,631553.5657650158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5727.89090135855,3.0,,22.0,110388.0,0.0,,,,132296.18995122265,0
,0.24,,5.1,0.7894898520632577,1.3,0.6,1.0,1.0,105.17310410134182,1.0,0.39,,0.24,,,5.0,15.7,8791400.101533845,1334287.5,3612.75,274.3055499451457,4015.045385768791,,2000.0,,1.0,2168679.668612973,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,3.0,4574.5431268903785,0.0,,49.0,,0.0,,36000.0,,35801.588162076514,1
0.0,,,,0.6324386851924498,0.88,0.7,,2.0,56.27528490705471,1.0,0.22,1.25,0.26,,0.0,3.0,11.72,1842094.4109083568,396060.0,,217.08396563969723,2870.2062152393337,2800.0,,,1.0,2679524.817014756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,4.0,3906.5665591429424,23.0,,24.0,64400.0,0.0,,,,107949.01238224607,0
230.0,0.26,,6.8,0.4198803437939505,0.68,0.66,,1.0,21.05826945569284,1.0,0.55,1.25,0.26,2.0,9.0,,,,,942.0,53.906756728643245,2704.374357505904,2800.0,2016.0,7824.0,1.0,2347093.6419453905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,1697.772061168028,9.0,10800.0,15.0,,0.0,,,,,0
,,,,,,,2.0,2.0,32.527021061947835,2.0,0.19,1.25,0.32,2.0,0.0,1.0,3.8,2019380.0791627355,,,107.47571195974665,3010.088993180323,,1949.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,,46083.6616815654,1
0.0,0.24,0.03,6.2,0.8046728711854648,1.3,,1.0,0.0,,1.0,0.41,1.25,0.24,,0.0,,10.5,2985609.377238799,,984.15,281.9788827360343,2831.6231745667387,2800.0,1914.0,,0.0,1199812.1244783811,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,808.3542352616629,8.0,9800.0,16.0,25200.0,0.0,,,,,1
,,,,,,,0.0,0.0,,0.0,0.29,,0.24,2.0,0.0,3.0,3.5,1844054.542585726,643575.0,2213.2,412.1581422974035,2673.3689763452157,2800.0,2007.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2533.2199199002507,0.0,,24.0,,0.0,,,,,0
231.5,0.42,0.87,4.6,0.9290465922516936,0.91,1.04,1.0,1.0,,1.0,0.55,1.25,0.42,,6.0,3.0,15.45,,433575.0,1387.44,387.3224301020514,2944.598889837351,2782.25,,3960.0,1.0,2632674.648065702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,4.0,1126.9533996473906,1.0,,6.0,22550.0,,8400.0,,,52660.96551514391,1
,,,,0.6190525213451552,0.77,0.77,1.0,1.0,35.40218561373277,1.0,0.25,1.25,0.31,3.0,0.0,2.0,,,,,167.00900211590516,4400.325002065442,2800.0,1997.0,9408.0,0.0,895878.3543660645,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,4.0,8000.0,4.0,,0.0,,,4800.0,,1
0.0,0.44,0.79,,0.9941245833270688,0.94,1.1,1.0,1.0,,1.0,0.16,1.25,0.44,3.0,1.0,0.0,3.0,,,,347.4348441128522,2758.5567066540275,2800.0,1943.0,,,1938137.8237695787,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,1.0,,0.0,,8.0,,0.0,,,,96008.42485991634,0
66.6,0.44,0.63,1.02,0.7897273305625326,0.75,1.1,1.0,0.0,42.723385719992095,1.0,,1.25,0.44,2.0,5.0,1.0,6.8,,,,184.48615186315556,2868.8731375931666,2800.0,,,0.0,2594580.999476691,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,785.2261956309446,0.0,,13.0,,0.0,,,,161063.56184381826,1
,,,,0.6189937259234343,0.86,0.78,1.0,,,,0.3,1.25,,3.0,0.0,3.0,10.5,,,,2.9679954868346954,2782.282425566988,2800.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,,29.0,41825.0,0.0,,,,74573.38143380724,0
,0.31,0.04,,0.64620439798347,0.83,0.77,1.0,1.0,83.54004998718084,1.0,0.3,1.25,0.31,3.0,0.0,,10.8,3773100.140245756,2829750.0,3087.0,244.99545620362736,2767.16838725562,2800.0,1921.0,,1.0,2609431.4023461198,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2453.350233073369,0.0,,58.0,78300.0,0.0,,,,66441.91725727954,1
651.4,0.24,0.76,7.5,0.7841200491017795,1.3,0.6,1.0,0.0,19.841097160437545,1.0,0.49,1.25,0.24,4.0,2.0,,17.9,,563350.0,2372.0,179.8504844914899,2691.516683661371,2800.0,1895.0,30000.0,1.0,1155108.5606960512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,2920.202870045191,,,36.0,64800.0,,,,,,1
,0.26,0.05,5.4,0.4121779459423232,0.68,0.66,1.0,1.0,109.63017151764076,1.0,0.57,1.25,0.26,2.0,0.0,12.0,16.2,,747600.0,,39.46249438854724,2849.5676877329734,2800.0,1943.0,16800.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,,,10.0,20250.0,18.0,33190.0,,,149024.31250928453,1
,0.24,0.03,3.1,0.6326883688043232,0.99,0.6,,2.0,,1.0,0.42,1.25,0.24,3.0,0.0,5.0,,8755904.887594903,1595400.0,5318.0,283.6686736196829,,2800.0,,,,1587095.933119933,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,3.0,5687.64342311544,26.0,62400.0,28.0,67200.0,2.0,4800.0,,,,1
0.0,0.43,0.44,3.1,0.5674060253963957,0.52,,1.0,0.0,45.2157670963782,1.0,0.42,1.25,0.43,1.0,2.0,3.0,11.0,,292600.0,1254.0,96.6362092475808,2825.7272710343163,2800.0,2023.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,,30.0,46350.0,4.0,4500.0,,,151667.34183203784,1
0.0,0.37,0.03,7.4,0.4877374041451099,0.59,0.92,1.0,0.0,66.65657121639858,1.0,0.21,1.25,0.37,1.0,0.0,2.0,6.9,,210750.0,1405.0,111.7054910340463,2997.65133310701,2800.0,,,1.0,4514563.860588544,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,2401.8186060884136,,28200.0,40.0,42000.0,0.0,,,,84957.821836277,1
135.0,0.32,0.07,4.4,,0.82,0.81,1.0,0.0,74.33408217456444,1.0,0.34,1.25,0.32,2.0,0.0,6.0,,,,,313.9256466565768,2716.9768172480854,2800.0,1965.0,,1.0,1976680.208037675,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,2.0,2000.0,,,150704.3153643234,1
93.0,0.32,0.02,,0.6585499019541136,0.84,0.8,1.0,0.0,72.56175147716789,1.0,0.22,1.25,,3.0,,6.0,7.2,3695891.546704877,338250.0,1127.5,238.729987922988,2883.8445526463456,2800.0,2011.0,,0.0,467472.2106319573,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1527.9165598710151,0.0,,36.0,46200.0,5.0,4920.0,,,,1
0.0,0.31,0.02,5.0,0.6591442492237259,0.83,0.77,1.0,0.0,111.636132015948,1.0,0.22,1.25,0.31,3.0,0.0,4.0,,,,514.0,33.46275306253122,2880.375948777926,2800.0,1925.0,,1.0,879712.8501870162,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,,,6.0,5760.0,,,76373.31146629922,1
,0.28,0.09,3.6,0.4699131153101288,,,,0.0,91.85010057505086,1.0,0.42,1.25,0.28,,0.0,3.0,10.8,2939286.9194062264,174250.0,,376.7089406856881,2879.782673009972,2800.0,,,1.0,635850.2913906467,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,3.0,,0.0,,10.0,,3.0,3240.0,,,,0
0.0,0.28,0.29,4.5,0.5236136661210777,0.74,0.7,1.0,,94.97987407736424,1.0,0.34,1.25,0.28,2.0,0.0,2.0,8.2,4046481.515427087,,2725.4,60.78227913208549,2910.291998090652,2800.0,2003.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,22400.0,50.0,68400.0,,22500.0,,,74907.07112604173,1
0.0,0.31,0.04,5.1,0.6595535634380713,0.83,0.77,1.0,,78.52033000247819,1.0,0.37,,,3.0,0.0,6.0,,,,490.32,323.8358231062541,2779.504523567552,2800.0,2002.0,,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,0.0,,,19200.0,4.0,4800.0,,,143846.31678521016,1
,,,,,,,0.0,0.0,57.11714987979956,0.0,0.33,1.25,0.32,,0.0,,9.8,5238708.438467518,661269.0,2505.0,171.26897540846497,4039.2882095752457,2800.0,,,0.0,506259.37886197167,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2490.28824934323,0.0,,,196900.0,,,,,,1
0.0,0.32,0.08,4.6,0.4954001686898864,0.65,0.81,1.0,0.0,20.84117201389235,1.0,0.42,1.25,0.32,1.0,0.0,5.0,10.8,7536627.089776307,163800.0,1404.0,145.23681471272076,2689.291252174349,,,,1.0,2231277.0436464394,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,2.0,2339.1472817923604,0.0,,,54500.0,5.0,5750.0,,,,1
270.0,0.28,,,0.5708865650107534,0.74,0.7,,,46.03401962891191,1.0,0.13,1.25,0.28,,0.0,,3.6,4588260.837181954,,,93.44111455311707,,2800.0,2008.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,773.2570876982268,0.0,,20.0,21000.0,4.0,,,,,1
325.0,0.22,0.07,4.6,0.4694520205432309,0.82,0.55,1.0,1.0,107.96237270476009,,0.52,1.25,0.22,2.0,,9.0,14.4,2997801.012577221,940000.0,3760.0,305.83423609462426,2729.492095685377,2800.0,2007.0,,1.0,739961.1205726345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,,15.0,,40.0,88000.0,12.0,,,,149389.79510500722,1
0.0,0.31,0.35,2.6,0.6470774969749608,0.83,0.77,,0.0,99.45531111312047,1.0,0.3,1.25,0.31,3.0,,6.0,10.8,2579793.112188252,255819.0,1705.46,178.46229542942228,2764.454131732405,2800.0,1922.0,,0.0,2550811.770148094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,3692.439704408824,,,26.0,62400.0,,20240.0,,,82509.27124658212,1
,0.28,0.08,4.57,,0.57,0.7,1.0,,64.3063214886631,0.0,0.85,1.25,0.28,1.0,0.0,,,,,2808.15,113.4090430627147,4043.270920861071,2800.0,1974.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2017.612368360648,0.0,,24.0,,0.0,,,,113770.85973204972,0
,0.42,0.03,0.9,0.7355635459732675,0.67,1.04,1.0,1.0,33.48800427119483,1.0,0.33,1.25,0.42,2.0,0.0,2.0,,3566339.0237113144,,,249.56476337171927,2981.051455557228,2800.0,,,1.0,2968007.5104978774,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,666.944186343943,5.0,6125.0,10.0,,1.0,1575.0,,,,1
,0.34,0.47,4.2,0.650959155775001,0.74,0.66,0.0,0.0,7.080408836406494,1.0,0.44,1.25,0.24,3.0,,3.0,7.2,3689031.8660082,533375.0,798.0,155.2208477382092,2639.981280864421,,,13200.0,1.0,1256748.6249574344,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9705.749890012448,4.0,,80.0,31320.0,0.0,13176.0,,,,1
368.8,0.36,0.02,1.7,0.8197191154216704,0.86,0.91,1.0,1.0,,1.0,0.52,1.25,0.36,3.0,0.0,5.0,,5282996.446614256,668402.0,1909.72,168.0212491701997,2897.9456722931363,2800.0,2000.0,,,1282205.3519446454,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,4.0,1407.362646439647,13.0,13650.0,26.0,,0.0,,,,137051.92199861593,1
,,,,,,,,1.0,14.839580462736162,,0.3,1.25,0.31,3.0,0.0,2.0,7.2,3166106.134673387,310104.0,1033.68,176.717052252615,2664.349421770545,,2017.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2217.2405056331536,0.0,,46.0,55200.0,10.0,12000.0,,5400.0,34866.79927771303,1
,,,,,,,2.0,2.0,3.868625149212349,2.0,0.64,1.25,0.28,2.0,0.0,5.0,19.3,2252125.33264862,583474.0,2917.37,110.50659668047886,4270.541717948818,4200.0,2004.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1894.0628862866647,22.0,66000.0,8.0,27000.0,3.0,,,,47068.06318476668,1
649.0,0.24,,,0.6427835153467781,1.05,0.6,1.0,0.0,22.2110932135506,1.0,,1.25,0.24,4.0,6.0,0.0,17.55,,834000.0,3475.0,20.00431360819985,,2800.0,1992.0,,1.0,1729395.357667644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3191.068826491832,0.0,,34.0,90100.0,0.0,,,,112258.55934221476,1
0.0,0.41,0.03,,0.7321898942670719,0.72,1.02,1.0,1.0,79.53966755446883,1.0,0.31,1.25,,2.0,2.0,,7.2,3069702.3463491057,143163.0,636.28,209.66023746112052,2813.2142411074915,2800.0,2016.0,,1.0,661981.5527317286,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,,0.0,,22.0,34650.0,,,,,76650.57229276406,1
,0.24,,5.0,0.6802473750937146,1.05,0.6,1.0,2.0,66.85575241464485,1.0,0.66,1.25,,4.0,4.0,6.0,20.1,1805040.873005472,,3650.0,250.18277894367756,4072.810976476777,2800.0,2003.0,,1.0,2089614.687458097,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,5.0,4641.128007524905,,,,,,,,,61011.40903676659,1
317.82,0.31,0.1,2.6,,0.6,0.77,1.0,1.0,104.31638535370706,,,1.25,0.31,1.0,,4.0,,,475540.0,1902.16,45.93126377536362,2706.7074878370177,,1997.0,19980.0,,1771430.6161171077,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,1789.1172241965137,3.0,,40.0,60000.0,7.0,6720.0,,9600.0,85450.68880410172,0
0.0,,,10.2,0.7907348212498203,1.3,0.6,1.0,1.0,67.96318264546647,,0.32,1.25,,4.0,2.0,6.0,12.0,8089847.705914808,517500.0,2070.0,250.2654334994932,,2800.0,1866.0,,,2654809.896575501,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,3117.915932601946,15.0,30000.0,24.0,,,,,,145265.0769422446,1
0.0,0.24,0.09,11.0,0.5655420486497061,1.05,0.6,1.0,,56.951544839936815,1.0,0.3,1.25,0.39,,,1.0,8.4,6099057.955404511,709750.0,,287.5549351181253,2170.077280658632,,2021.0,,0.0,1621349.4570426713,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12654.87,76.0,24000.0,18.0,13060.0,,,,1
0.0,0.37,,,0.5967729826306111,0.66,0.93,1.0,0.0,100.4553100721343,1.0,0.43,1.25,0.37,2.0,0.0,5.0,8.4,3514181.994890437,200475.0,,254.74064473027656,2849.809803883688,2800.0,1932.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,,,4.0,,,,,1
,0.26,,2.6,0.4732024091724114,0.68,0.66,1.0,1.0,87.18712909214604,1.0,0.53,1.25,0.26,2.0,0.0,4.0,14.85,1498348.8699334897,1402050.0,1479.8,51.88684524414947,4363.970482040418,2773.75,1956.0,,,2411216.012628335,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,4.0,11304.0,14.0,28000.0,0.0,,,,64904.44451964591,1
,0.45,0.06,1.5,,0.75,1.14,1.0,1.0,10.595950095309766,1.0,0.37,1.25,,2.0,0.0,4.0,7.2,,402000.0,,99.57292093644244,2977.1797335026017,2800.0,1938.0,,1.0,631553.5657650158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,667.7602659467076,0.0,,,73500.0,0.0,,,53040.0,120836.9478877866,1
671.9,0.45,0.59,4.0,0.5479385257762042,0.74,0.7,,1.0,48.95736430765746,0.0,0.42,1.25,0.28,2.0,,,11.8,7742632.931995551,208125.0,,322.8539626810755,2787.235612015468,2800.0,,,1.0,2525941.24480664,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,0.0,3.0,1147.7039801359208,2.0,,40.0,,,,,,134597.00961070013,0
0.0,0.24,,2.8,0.5562769650015984,0.9,0.6,1.0,,109.2375748020896,1.0,0.22,1.25,,3.0,0.0,5.0,7.2,,,1332.0,72.84515619169292,2818.257701684345,2800.0,1908.0,,,510411.220551725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,46.0,,9.0,8640.0,,,140612.35531719797,1
0.0,0.31,0.03,4.9,,0.83,0.77,1.0,1.0,97.40980120214128,1.0,0.22,1.25,0.31,,0.0,2.0,7.2,5433125.597155156,226750.0,907.0,69.09760880487559,3000.689581245025,2800.0,2020.0,3960.0,1.0,2329137.010995401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,23.0,46000.0,,,,,59693.5376270401,1
268.15,0.37,0.13,7.5,,0.7,0.93,1.0,0.0,111.94290364526536,1.0,0.56,1.25,0.37,2.0,,,,2754915.740743356,884715.0,3538.86,61.185212831674505,2973.3244444950283,2800.0,2013.0,,1.0,1676812.8106824637,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,4534.7076734644825,0.0,,40.0,,4.0,4000.0,,6480.0,,1
248.5,,0.05,,,0.83,0.77,1.0,1.0,67.11219597029118,1.0,,1.25,,3.0,0.0,5.0,14.4,,131677.5,877.85,,2856.804017956383,2800.0,1985.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1691.4011401959233,0.0,,11.0,28800.0,0.0,,,,96550.90220385116,1
0.0,0.31,0.07,7.6,0.6931130569884657,0.83,0.77,,1.0,68.3938226697492,1.0,0.4,1.25,,3.0,0.0,4.0,16.15,3747985.926122249,476521.0,2010.83,97.47309377973528,2813.715001624608,2800.0,2003.0,,1.0,1788592.859454082,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1404.964168351216,6.0,,27.0,64800.0,6.0,14400.0,22680.0,,33701.232110647776,1
0.0,0.26,,9.5,0.5182939470135907,0.74,0.66,1.0,0.0,41.62745470288881,1.0,0.22,1.25,0.26,2.0,0.0,9.0,7.2,4271235.897219857,1018308.5,2396.02,76.65758672386892,2412.901944574677,2600.0,1938.0,3840.0,0.0,3029070.779440445,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2548.241122397055,,,81.0,124575.0,6.0,5760.0,,32640.0,148888.30969611168,1
,0.32,0.18,0.7,0.6720455952087071,0.84,,0.0,1.0,68.22084036192592,1.0,0.35,1.25,,3.0,0.0,,,4123792.044105256,162000.0,1080.0,292.44655903256904,,2800.0,2018.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,2.0,,0.0,,16.0,,0.0,,,,30956.41095254518,1
200.89,0.24,0.52,3.5,0.781485256644943,1.3,0.6,,,72.31814619075033,1.0,0.5,1.25,,,3.0,5.0,13.68,3392004.6026794184,367170.0,1399.6,189.1131278455541,,2800.0,1979.0,,1.0,934572.919318722,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,749.9382530165233,0.0,,27.0,48850.0,0.0,,,,30973.312819325947,1
,0.26,0.14,3.6,0.5045746779267485,,0.66,,1.0,0.3835480836472231,1.0,,1.25,0.26,2.0,,8.0,22.5,5074016.242549791,1545677.5,6182.71,9.007301191347125,,2800.0,2018.0,,1.0,1528778.2736487158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,5.0,,0.0,,37.0,150254.0,0.0,,,,45184.411778336245,0
0.0,0.26,0.05,3.5,,0.68,0.66,1.0,,110.88683409772338,1.0,,1.25,0.26,2.0,,7.0,10.6,4966346.162111038,217875.0,1743.0,,2919.409481464468,2800.0,1928.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,921.8836479436804,,,,58750.0,9.0,8640.0,,,130548.60626325326,1
,0.24,0.18,5.6,0.9660283238596392,,0.6,1.0,,89.01071593121247,1.0,0.66,1.25,0.24,4.0,0.0,,19.7,6637717.99630033,616500.0,2466.0,359.72929599195595,2950.57243456544,2800.0,1924.0,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3148.942671807581,0.0,,20.0,40000.0,0.0,,,,27251.18061457016,1
0.0,0.24,0.18,,0.455794406494192,,,,0.0,19.057482239681654,1.0,0.43,1.25,,2.0,0.0,6.0,7.5,1757862.6779306233,,2791.22,155.7327365877605,,2800.0,,,1.0,1080174.5512734577,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1881.3644393842628,,55800.0,14.0,84825.0,15.0,,,,114298.78305314122,1
138.98,,0.05,0.7,0.6893472853466792,0.68,1.02,1.0,1.0,53.13906959447487,1.0,0.41,1.25,0.41,2.0,0.0,8.0,3.55,,178200.0,594.0,,2861.2309627946734,2800.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,858.2197090955914,0.0,,18.0,36000.0,2.0,2400.0,,,73142.0628766774,1
0.0,0.26,0.18,4.5,0.514476181400334,0.74,0.66,1.0,,,1.0,0.23,1.25,0.26,2.0,0.0,12.0,7.6,,707435.3,2176.72,9.960457476192602,2254.804272882281,2400.0,1973.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,2460.8136855688067,0.0,,66.0,76560.0,,,,15360.0,104782.04308903962,1
0.0,0.33,,2.7,,,,1.0,0.0,61.90930312523124,1.0,0.21,1.25,0.26,2.0,,1.0,,3443209.5439839927,337500.0,1350.0,289.54642393931323,,2800.0,2014.0,,,771349.4146669565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1266.6823609271692,0.0,,46.0,,2.0,2100.0,,,103631.1372170456,1
